text,label
"Hey, I'm so frustrated with my health very...",angry
"Maybe I'm really upset about school,",sad
"I'm really upset about school, maybe",sad
"I'm really upset about school,!!",sad
I'm really worried about my day very...,anxious
"Hmm, I'm just checking in my day I believe I think",neutral
I'm really upset about my day if you ask me,sad
"Honestly, Honestly, I'm feeling down my family ",sad
"Honestly, I'm feeling down my family ...",sad
I feel like I'm really upset about my relationship really!!,sad
I'm really upset about my relationship really!! you know?,sad
Maybe I can't believe my health wouldn't you say?...,angry
I can't believe my health wouldn't you say?... I think,angry
I'm feeling down my past I think?!,sad
"Actually, Actually, I'm so excited about my past?!",happy
"Actually, I'm so excited about my past?!!",happy
"Actually, I'm just checking in my job if you ask me!!",neutral
I feel like I can't stop thinking about work ,anxious
I can't stop thinking about work  don't you think?,anxious
I can't stop thinking about work !!,anxious
"So, I'm really worried about my past!",anxious
"Actually, So, I'm so frustrated with my family as far as I can tell",angry
"So, I'm so frustrated with my family as far as I can tell maybe",angry
"So, I'm so frustrated with my family as far as I can tell!!",angry
"Hey, I'm really upset about school I think from my perspective",sad
"In my experience, I'm just checking in school actually",neutral
I'm just checking in school actually from my perspective,neutral
I'm just checking in school actually...?,neutral
I believe Everything is going well my friends,happy
Everything is going well my friends you know?,happy
Everything is going well my friends...,happy
I believe I'm really upset about my day quite...,sad
I'm really upset about my day quite...!!,sad
"In my experience, Well, I'm really worried about my health,",anxious
"Well, I'm really worried about my health,!",anxious
"Actually, Listen, Everything is going well my family quite!",happy
"Listen, Everything is going well my family quite! you know?",happy
"Maybe Well, I'm just checking in work",neutral
I can't stop thinking about my family really don't you think?,anxious
I feel like I'm just checking in my relationship I believe,neutral
I'm just checking in my relationship I believe...,neutral
I'm so excited about school I think maybe,happy
I feel like Can we discuss my day I suppose,neutral
Can we discuss my day I suppose!!,neutral
"To be honest, I can't believe school don't you think?",angry
"In my experience, To be honest, This makes me really mad school",angry
"You know, I mean, Everything is going well work",happy
"I mean, Everything is going well work don't you think?",happy
I think I wanted to talk about my family.,neutral
I wanted to talk about my family.!,neutral
"Maybe Actually, I'm really upset about my health as far as I can tell",sad
"Actually, I'm really upset about my health as far as I can tell don't you think?",sad
"Actually, I'm really upset about my health as far as I can tell!",sad
"Look, I can't believe school you know",angry
"To be honest, I'm feeling great today! my day...!...?",happy
"So, I can't believe my future it seems you know?",angry
"So, I can't believe my future it seems!!",angry
I can't believe my friends actually I think,angry
I can't believe my friends actually...?,angry
"I believe Honestly, I can't stop thinking about my past as far as I can tell.",anxious
"Honestly, I can't stop thinking about my past as far as I can tell. in my opinion",anxious
I can't believe my health it seems!,angry
I'm really upset about my family really...,sad
"Hey, I'm really upset about my friends I believe...?",sad
"Look, I can't stop crying my relationship in my opinion",sad
"Actually, I'm feeling great today! work I believe maybe",happy
"Maybe I mean, I'm really worried about my family very",anxious
"I mean, I'm really worried about my family very don't you think?",anxious
"I mean, I'm really worried about my family very?!",anxious
I'm really upset about my friends if you ask me don't you think?,sad
"Honestly, I'm so frustrated with my day I believe?! from my perspective",angry
"Honestly, I'm so frustrated with my day I believe?!?!",angry
"To be honest, Can we discuss my friends quite, you know?",neutral
I can't stop crying my family!,sad
"In my experience, I wanted to talk about my family I suppose",neutral
I wanted to talk about my family I suppose don't you think?,neutral
I wanted to talk about my family I suppose...,neutral
"Hmm, I'm nervous about my family really",anxious
"So, I'm nervous about my friends?? maybe",anxious
"Look, I wanted to talk about school... in my opinion",neutral
"Honestly, So, I'm so frustrated with my job",angry
"You know, I wanted to talk about my future quite",neutral
I wanted to talk about my future quite you know?,neutral
I'm nervous about my day right?... from my perspective,anxious
I'm nervous about my day right?...!,anxious
"You know what, I'm feeling down school actually don't you think?",sad
I'm feeling down my friends quite. don't you think?,sad
"Honestly, This makes me really mad my future...!",angry
"To be honest, I'm feeling great today! my health don't you think?",happy
"To be honest, I'm feeling great today! my health!!",happy
I'm really worried about my past I believe.?!,anxious
I think I'm really upset about school really,sad
I'm really upset about school really in my opinion,sad
"Actually, Everything is going well my friends actually...!",happy
"Well, I'm so frustrated with my family quite",angry
"Hmm, I'm so frustrated with my friends you know from my perspective",angry
"Honestly, I'm feeling down my day I think. don't you think?",sad
"Well, I wanted to talk about work from my perspective",neutral
"Well, I wanted to talk about work?!",neutral
I believe I can't stop crying my family right?...!,sad
"Actually, Hmm, I'm just checking in my past right?",neutral
"Hmm, I'm just checking in my past right?...",neutral
"Actually, Look, I'm just checking in my health as far as I can tell?",neutral
"Look, I'm just checking in my health as far as I can tell? right?",neutral
"Look, I'm just checking in my health as far as I can tell??!",neutral
"I feel like Actually, I'm feeling down my health",sad
"Actually, I'm feeling down my health!!",sad
"Maybe I mean, I'm feeling great today! my job as far as I can tell",happy
"I mean, I'm feeling great today! my job as far as I can tell maybe",happy
"You see, I wanted to talk about my job wouldn't you say?! you know?",neutral
"You see, I wanted to talk about my job wouldn't you say?!!!",neutral
"Actually, Can we discuss my relationship really",neutral
Can we discuss my relationship really I think,neutral
Can we discuss my relationship really?!,neutral
"You know what, I can't believe my future wouldn't you say? in my opinion",angry
"You know what, I can't believe my future wouldn't you say??!",angry
"This makes me really mad my future, you know?",angry
"Honestly, I'm feeling great today! my day actually?!",happy
I'm feeling great today! my day actually?! in my opinion,happy
I'm feeling great today! my day actually?!!!,happy
I feel like I'm so excited about my health you know,happy
I'm so excited about my health you know!!,happy
"Well, I'm so frustrated with my day. in my opinion",angry
Maybe I can't believe my past ,angry
I can't believe my past !!,angry
"Honestly, I'm so excited about my friends if you ask me",happy
"Actually, You see, I'm so frustrated with my job as far as I can tell",angry
"You see, I'm so frustrated with my job as far as I can tell!!",angry
"Honestly, I'm so frustrated with my relationship I think",angry
I'm so frustrated with my relationship I think?!,angry
"Actually, I'm feeling down work as far as I can tell",sad
I'm feeling down work as far as I can tell right?,sad
"You know, Listen, I can't stop crying my job I think",sad
"Listen, I can't stop crying my job I think in my opinion",sad
"You know what, I'm so frustrated with my family I believe",angry
I believe I can't stop thinking about my past...,anxious
I can't stop thinking about my past... from my perspective,anxious
"Honestly, I can't believe my future I suppose don't you think?",angry
"Actually, This makes me really mad my friends as far as I can tell",angry
"I mean, I'm really upset about school as far as I can tell in my opinion",sad
"I mean, I'm really upset about school as far as I can tell...?",sad
"Actually, Look, Can we discuss my past",neutral
"Look, Can we discuss my past?!",neutral
"Maybe You see, I'm really upset about my relationship wouldn't you say?",sad
"You see, I'm really upset about my relationship wouldn't you say? don't you think?",sad
"I believe Listen, I'm really worried about my past I believe",anxious
"Listen, I'm really worried about my past I believe maybe",anxious
"Listen, I'm really worried about my past I believe...",anxious
Everything is going well my job...!,happy
"Honestly, Listen, I'm really worried about my past quite ",anxious
Maybe Can we discuss my job ,neutral
Can we discuss my job  in my opinion,neutral
"You see, I can't stop thinking about my past from my perspective, you know?",anxious
"I think Honestly, I'm so frustrated with my relationship I think,",angry
"Honestly, I'm so frustrated with my relationship I think, in my opinion",angry
I'm so frustrated with my friends!! in my opinion,angry
I'm so frustrated with my friends!!!,angry
"In my experience, I'm feeling down my relationship",sad
I'm feeling down my relationship maybe,sad
Everything is going well my job!...?,happy
"To be honest, Everything is going well my relationship I think don't you think?",happy
"To be honest, Everything is going well my relationship I think...?",happy
I'm nervous about my future,anxious
"Listen, This makes me really mad work as far as I can tell....",angry
"You know, Hmm, I can't stop thinking about my health in my opinion??",anxious
"Hmm, I can't stop thinking about my health in my opinion?? you know?",anxious
"You know, To be honest, I'm feeling great today! my day I suppose",happy
"To be honest, I'm feeling great today! my day I suppose don't you think?",happy
"Honestly, I wanted to talk about my health don't you think?",neutral
"Honestly, I wanted to talk about my health...?",neutral
I believe I can't believe my family really?,angry
I can't believe my family really??!,angry
Maybe I'm feeling down my future,sad
I'm feeling down my future you know?,sad
I'm feeling down my future...,sad
"You see, I'm nervous about work!",anxious
"Maybe Well, I'm feeling down my day don't you think?!!",sad
"Well, I'm feeling down my day don't you think?!! maybe",sad
"Well, I'm feeling down my day don't you think?!!!",sad
"In my experience, I'm so frustrated with my future?!",angry
I'm so frustrated with my future?! maybe,angry
"Actually, Everything is going well my past",happy
Everything is going well my past!!,happy
"In my experience, I'm feeling great today! my day very,",happy
"I'm feeling great today! my day very, I think",happy
"So, Can we discuss my job wouldn't you say?!!",neutral
"Look, I'm really worried about work don't you think?!",anxious
I believe I'm just checking in my family from my perspective,neutral
I'm just checking in my family from my perspective...,neutral
"Actually, Listen, I'm just checking in my job I suppose?!",neutral
"Listen, I'm just checking in my job I suppose?! you know?",neutral
"Honestly, This makes me really mad my health really right?",angry
I'm so frustrated with work very,angry
"In my experience, I'm so excited about my family you know.",happy
I'm so excited about my family you know....,happy
"Honestly, To be honest, I'm nervous about school I think",anxious
"To be honest, I'm nervous about school I think in my opinion",anxious
"Actually, I'm so frustrated with my day. maybe",angry
I'm really upset about work from my perspective!!?!,sad
"In my experience, Look, I'm feeling great today! my friends right?",happy
"Look, I'm feeling great today! my friends right? maybe",happy
I'm feeling great today! work right?. in my opinion,happy
"I believe Hey, I wanted to talk about work if you ask me",neutral
"Hey, I wanted to talk about work if you ask me I think",neutral
"Hey, I wanted to talk about work if you ask me...?",neutral
"I feel like Actually, Can we discuss my day I believe",neutral
"Actually, Can we discuss my day I believe right?",neutral
"I believe I mean, I'm nervous about my job right??!",anxious
"I mean, I'm nervous about my job right??!...",anxious
I'm really worried about my day if you ask me!!!!,anxious
I'm so frustrated with my friends it seems in my opinion,angry
I'm so frustrated with my friends it seems?!,angry
I'm really upset about school right? you know?,sad
I'm really upset about school right?...?,sad
"Honestly, You see, I'm nervous about my friends I suppose!",anxious
"Actually, Actually, I'm nervous about my health you know!",anxious
"Actually, I'm nervous about my health you know! right?",anxious
"Actually, I'm nervous about my health you know!...?",anxious
I believe I'm really worried about my family??,anxious
I'm really worried about my family?? from my perspective,anxious
I'm really worried about my family??!!,anxious
"Actually, Hey, I'm feeling great today! my health in my opinion...!",happy
I'm feeling down my family ,sad
I can't believe my past it seems!!,angry
"Actually, I'm really worried about my friends",anxious
I'm really worried about my friends you know?,anxious
I'm really worried about my friends!,anxious
"Listen, I'm really upset about my day!!",sad
Maybe I'm really upset about my day,sad
I'm really upset about my day don't you think?,sad
I'm really upset about my day!!,sad
"Honestly, I can't stop thinking about my job don't you think? right?",anxious
"Hey, I'm so frustrated with my day actually!",angry
"Actually, I'm just checking in school don't you think?,!!",neutral
"Honestly, I'm really worried about school very in my opinion",anxious
"I mean, This makes me really mad my job in my opinion right?",angry
"I mean, This makes me really mad my job in my opinion?!",angry
"I feel like Well, This makes me really mad my past",angry
"Well, This makes me really mad my past in my opinion",angry
"Well, This makes me really mad my past!",angry
"In my experience, Actually, I'm so excited about my relationship wouldn't you say?",happy
"Actually, I'm so excited about my relationship wouldn't you say? I think",happy
"Actually, Can we discuss school I think",neutral
"I'm just checking in my health right?, right?",neutral
"Actually, I'm really upset about work you know",sad
I'm really upset about work you know I think,sad
I'm really upset about work you know!!,sad
"You know, Well, I'm just checking in my past it seems",neutral
"Well, I'm just checking in my past it seems I think",neutral
"Actually, Honestly, I'm feeling great today! school don't you think??",happy
"You know, Honestly, Can we discuss my health...!",neutral
"Honestly, Can we discuss my health...! from my perspective",neutral
Everything is going well my health don't you think??!,happy
"Honestly, Everything is going well school you know from my perspective",happy
"Honestly, Everything is going well school you know...",happy
I can't stop thinking about my family ...,anxious
I'm feeling great today! my family as far as I can tell... right?,happy
I believe Can we discuss my job if you ask me,neutral
"Actually, I can't stop crying my friends wouldn't you say?!",sad
"I think Actually, I'm so excited about my day don't you think? ",happy
"Actually, I'm so excited about my day don't you think?  maybe",happy
"Actually, I'm so excited about my day don't you think? ...?",happy
I can't stop crying school...,sad
"You see, I can't believe my family wouldn't you say?",angry
"Hey, I'm nervous about school wouldn't you say?",anxious
"I mean, This makes me really mad school in my opinion?? you know?",angry
I think This makes me really mad work very,angry
This makes me really mad work very don't you think?,angry
"Honestly, I wanted to talk about my health in my opinion",neutral
I wanted to talk about my health in my opinion!!,neutral
"Well, This makes me really mad my job as far as I can tell?? don't you think?",angry
"Well, This makes me really mad my job as far as I can tell??!!",angry
"I believe Listen, I can't stop crying my job I suppose...!",sad
I can't believe my health really!!,angry
"Honestly, I can't believe my health you know.",angry
I wanted to talk about school from my perspective in my opinion,neutral
"Listen, I'm feeling great today! my relationship if you ask me!! you know?",happy
"Listen, I'm feeling great today! my relationship if you ask me!!...",happy
"To be honest, I'm really upset about my friends...",sad
Maybe I wanted to talk about work don't you think?,neutral
This makes me really mad my future really...,angry
"I believe I mean, I'm just checking in work if you ask me",neutral
"I mean, I'm just checking in work if you ask me you know?",neutral
Maybe I'm nervous about my day very??,anxious
I'm nervous about my day very?? maybe,anxious
I feel like Everything is going well school in my opinion,happy
Everything is going well school in my opinion I think,happy
I'm nervous about my future in my opinion...,anxious
"You know, I can't believe my health quite",angry
I can't believe my health quite right?,angry
I can't believe my health quite!,angry
I can't believe my past...?,angry
"Actually, I'm feeling down my friends it seems.",sad
I'm feeling down my friends it seems. maybe,sad
I'm feeling down my friends it seems.!!,sad
I'm really worried about my future I think in my opinion,anxious
"Actually, This makes me really mad my friends very don't you think?",angry
"Actually, This makes me really mad my friends very?!",angry
I'm really upset about my family don't you think?...!...?,sad
"In my experience, Listen, I'm feeling down my friends I suppose...",sad
"Listen, I'm feeling down my friends I suppose... maybe",sad
"Actually, I'm just checking in my family I suppose?!",neutral
I'm just checking in my family I suppose?!!!,neutral
"I feel like Hmm, I'm so frustrated with work as far as I can tell",angry
"Hmm, I'm so frustrated with work as far as I can tell don't you think?",angry
"I think I mean, I'm feeling great today! my relationship...",happy
"I mean, I'm feeling great today! my relationship... you know?",happy
"I mean, I'm feeling great today! my relationship...!",happy
"Honestly, Hey, I can't stop thinking about work if you ask me",anxious
"Hey, I can't stop thinking about work if you ask me maybe",anxious
"Hey, I can't stop thinking about work if you ask me!!",anxious
"In my experience, I'm feeling down my future don't you think?",sad
"So, I'm feeling down my health don't you think?",sad
"So, I'm feeling down my health...?",sad
"In my experience, I'm nervous about school I believe!",anxious
I'm nervous about school I believe! maybe,anxious
I'm nervous about school I believe!...?,anxious
"I wanted to talk about my future, in my opinion",neutral
"Well, I'm just checking in my job right?",neutral
Maybe Can we discuss work!!,neutral
Can we discuss work!! don't you think?,neutral
Can we discuss work!!?!,neutral
"Maybe Hey, I'm so excited about my job actually",happy
"Actually, Look, Everything is going well my family don't you think?!!",happy
"Look, Everything is going well my family don't you think?!! from my perspective",happy
"Look, Everything is going well my family don't you think?!!?!",happy
"Listen, I can't stop crying school...?",sad
I wanted to talk about my family right?...,neutral
I feel like I'm feeling down work I think,sad
I'm feeling down work I think maybe,sad
I'm feeling down work I think...,sad
"Honestly, Well, I can't believe my relationship I believe...",angry
"Well, I can't believe my relationship I believe... I think",angry
Maybe I'm nervous about my past actually,anxious
I'm nervous about my past actually?!,anxious
"Maybe You see, Everything is going well my day?",happy
"You see, Everything is going well my day?!!",happy
"In my experience, I'm nervous about my past right?",anxious
"I feel like Look, This makes me really mad my job don't you think? ",angry
"Look, This makes me really mad my job don't you think? !!",angry
"Look, I'm feeling down my day!!",sad
"I believe Hmm, I can't believe school wouldn't you say?",angry
"Listen, I can't believe my day don't you think?!!",angry
"You know, Look, I'm really upset about my past if you ask me",sad
"Look, I'm really upset about my past if you ask me you know?",sad
"You know what, I'm feeling great today! my family wouldn't you say? from my perspective",happy
"Hey, I'm feeling great today! my past I think",happy
"I think You know what, I wanted to talk about my friends I think",neutral
"You know what, I wanted to talk about my friends I think don't you think?",neutral
"You know what, I wanted to talk about my friends I think...",neutral
"You know, So, Everything is going well my family I think",happy
"So, Everything is going well my family I think from my perspective",happy
"Well, I'm just checking in my future if you ask me",neutral
"Hey, I can't stop crying work in my opinion you know?",sad
"Hey, I can't stop crying work in my opinion!!",sad
Can we discuss my family if you ask me...?,neutral
"Actually, Hmm, I'm nervous about school I believe!!",anxious
"Hmm, I'm nervous about school I believe!!...?",anxious
Can we discuss my health don't you think??? in my opinion,neutral
"Hmm, I can't stop crying my relationship right??! in my opinion",sad
"Hmm, I can't stop crying my relationship right??!?!",sad
I believe I can't stop thinking about my family,anxious
I can't stop thinking about my family don't you think?,anxious
I can't stop thinking about my family!!,anxious
"Actually, Well, I'm so excited about my past right?.",happy
"Well, I'm so excited about my past right?. you know?",happy
"Well, I'm so excited about my past right?.?!",happy
"I feel like Honestly, I can't believe my family I think!!",angry
"Honestly, I can't believe my family I think!! I think",angry
"Honestly, I can't believe my family I think!!...",angry
"To be honest, I'm nervous about my day I believe right?",anxious
"To be honest, I'm nervous about my day I believe!!",anxious
"Actually, Honestly, I'm really upset about my future really...!",sad
"Honestly, I'm really upset about my future really...! don't you think?",sad
Maybe I can't believe my day as far as I can tell,angry
I'm feeling great today! my past?!,happy
I wanted to talk about school really!,neutral
I believe Can we discuss my friends wouldn't you say?!!,neutral
Can we discuss my friends wouldn't you say?!! maybe,neutral
Can we discuss my friends wouldn't you say?!!...?,neutral
This makes me really mad school!! in my opinion,angry
This makes me really mad school!!...?,angry
"In my experience, Hmm, Everything is going well my health it seems ",happy
"Hmm, Everything is going well my health it seems  from my perspective",happy
"Honestly, I'm really upset about my relationship very??...?",sad
"To be honest, I can't stop crying my relationship...!!!",sad
"To be honest, I'm nervous about my relationship I believe...!?!",anxious
I'm so excited about my friends I believe from my perspective,happy
I'm so excited about my friends I believe...?,happy
"Actually, This makes me really mad my family very?!",angry
This makes me really mad my family very?! maybe,angry
This makes me really mad my family very?!...?,angry
"You know what, I'm just checking in my future you know?",neutral
"I believe I mean, I'm so excited about school quite",happy
"I feel like I mean, I'm nervous about my family I suppose",anxious
"I mean, I'm nervous about my family I suppose...",anxious
"Actually, Well, This makes me really mad my future right?",angry
"Well, This makes me really mad my future right? don't you think?",angry
I think I can't stop thinking about my family I suppose,anxious
I can't stop thinking about my family I suppose...,anxious
"Honestly, I'm so excited about my relationship right?",happy
I'm so excited about my relationship right?...,happy
"Hmm, I can't believe my family as far as I can tell",angry
I'm nervous about my past it seems?? from my perspective,anxious
I'm nervous about my past it seems??...,anxious
"Actually, I'm so excited about my job quite!!",happy
"You see, I can't believe my friends really right?",angry
"You see, I can't believe my friends really!!",angry
"Hmm, I can't stop crying my future wouldn't you say?",sad
Maybe I'm so excited about my job wouldn't you say?.,happy
I'm so excited about my job wouldn't you say?....,happy
"Actually, I'm so frustrated with school it seems",angry
I'm so frustrated with school it seems!,angry
"To be honest, I'm really worried about my future!",anxious
"Actually, I'm so excited about my future if you ask me?? in my opinion",happy
"You know, I can't believe my friends??",angry
I can't believe my friends?? don't you think?,angry
I can't believe my friends???!,angry
"In my experience, Actually, I wanted to talk about my past",neutral
"Actually, I wanted to talk about my past you know?",neutral
"Actually, I wanted to talk about my past!!",neutral
"Maybe Look, I'm feeling down my relationship",sad
"You know, Hmm, I'm just checking in my future",neutral
"Hmm, I'm just checking in my future...",neutral
I'm feeling great today! my day don't you think? right?,happy
"You know, Well, This makes me really mad my past...!",angry
"Well, This makes me really mad my past...!...",angry
"Actually, Can we discuss my past right?,",neutral
"Can we discuss my past right?, you know?",neutral
"Can we discuss my past right?,!!",neutral
"Honestly, I'm nervous about my day don't you think?",anxious
"You know, I mean, I'm really worried about my relationship don't you think??!",anxious
"I think I'm really worried about my job don't you think?,",anxious
"I'm really worried about my job don't you think?,!!",anxious
"I think Look, I'm really worried about my health I believe",anxious
"Look, I'm really worried about my health I believe from my perspective",anxious
"To be honest, This makes me really mad my health I suppose?? you know?",angry
"To be honest, This makes me really mad my health I suppose???!",angry
"Honestly, I can't believe my friends if you ask me don't you think?",angry
"Honestly, I can't believe my friends if you ask me!",angry
"Honestly, I can't stop crying my day",sad
I can't stop crying my day!!,sad
"I think You know what, I'm feeling great today! my past don't you think?",happy
"I believe Hmm, I can't stop thinking about my past",anxious
"Hmm, I can't stop thinking about my past maybe",anxious
"Hey, I can't stop thinking about my health very in my opinion",anxious
I'm nervous about my family in my opinion??...?,anxious
"Listen, I can't stop crying school in my opinion",sad
"So, I'm so frustrated with my relationship in my opinion right?",angry
"So, I'm so frustrated with my relationship in my opinion!",angry
"Hmm, I'm feeling great today! my future as far as I can tell...?",happy
"In my experience, Actually, I'm nervous about school...",anxious
"Actually, I'm nervous about school...?!",anxious
"Actually, You see, I wanted to talk about my past you know",neutral
"You see, I wanted to talk about my past you know...?",neutral
"I believe To be honest, I'm just checking in my friends actually",neutral
"Actually, I'm just checking in my job really right?",neutral
"I believe I mean, This makes me really mad work don't you think?",angry
"I mean, This makes me really mad work don't you think? don't you think?",angry
"So, I'm feeling great today! school actually I think",happy
"Honestly, I'm just checking in my future from my perspective",neutral
I'm just checking in my future from my perspective...?,neutral
"To be honest, I can't stop crying school I believe I think",sad
"I think You see, Everything is going well my family",happy
"You see, Everything is going well my family?!",happy
"You know what, I'm really worried about my day!!",anxious
"To be honest, I'm just checking in work I suppose!",neutral
"You know, To be honest, Can we discuss my relationship",neutral
"To be honest, Can we discuss my relationship from my perspective",neutral
"I believe I mean, I can't stop thinking about school ",anxious
"I mean, I can't stop thinking about school  right?",anxious
"I mean, I can't stop thinking about school !",anxious
I'm feeling great today! my past!,happy
"Well, I can't believe my future? maybe",angry
Maybe This makes me really mad my health it seems!!,angry
This makes me really mad my health it seems!! you know?,angry
This makes me really mad my health it seems!!...?,angry
I'm really upset about my health very ,sad
I'm just checking in my relationship...,neutral
"Actually, I can't stop thinking about my past as far as I can tell",anxious
I can't stop thinking about my past as far as I can tell right?,anxious
"Maybe Well, I'm feeling down school quite!",sad
"To be honest, I can't believe my health from my perspective,",angry
"You know, Hmm, I'm feeling great today! my friends as far as I can tell",happy
"Hmm, I'm feeling great today! my friends as far as I can tell in my opinion",happy
I can't stop thinking about my health actually?! in my opinion,anxious
"Honestly, I'm feeling down my health",sad
"You know, I'm nervous about my friends?!",anxious
I'm nervous about my friends?! you know?,anxious
"Look, I can't stop crying my day wouldn't you say?",sad
"I believe Hmm, I'm feeling down my friends I believe",sad
"Hmm, I'm feeling down my friends I believe in my opinion",sad
"Hmm, I'm feeling down my friends I believe...",sad
"You know, I can't believe my health very",angry
I can't believe my health very maybe,angry
"You know, I'm feeling down my future don't you think?!",sad
I'm feeling down my future don't you think?! right?,sad
"I believe Hmm, I'm so excited about my past...",happy
"Hmm, I'm so excited about my past...?!",happy
"So, I can't stop thinking about work really?!...",anxious
"Honestly, I can't believe my relationship very you know?",angry
I think This makes me really mad work as far as I can tell,angry
This makes me really mad work as far as I can tell I think,angry
This makes me really mad work as far as I can tell...,angry
"Hey, I wanted to talk about my job...",neutral
"I feel like To be honest, I'm really worried about my past you know??",anxious
"To be honest, I'm really worried about my past you know??!",anxious
"Listen, I'm really worried about my health if you ask me",anxious
I think I'm really upset about my day as far as I can tell,sad
I'm really upset about my day as far as I can tell I think,sad
"I believe Hmm, I wanted to talk about school as far as I can tell",neutral
"Hmm, I wanted to talk about school as far as I can tell you know?",neutral
"Actually, I'm really upset about my family as far as I can tell?!",sad
I'm really upset about my family as far as I can tell?! from my perspective,sad
I'm really upset about my family as far as I can tell?!...?,sad
"Honestly, Hmm, I'm so excited about school",happy
"Hmm, I'm so excited about school you know?",happy
"Hmm, I'm so excited about school...?",happy
"Actually, To be honest, I can't believe my past",angry
"To be honest, I can't believe my past!!",angry
"So, This makes me really mad my job quite?! from my perspective",angry
"So, This makes me really mad my job quite?!!",angry
"Honestly, Hmm, Everything is going well my job I believe",happy
"Hmm, Everything is going well my job I believe...",happy
"Look, Can we discuss my health if you ask me right?",neutral
"Look, Can we discuss my health if you ask me!!",neutral
"Honestly, I wanted to talk about my health",neutral
I wanted to talk about my health?!,neutral
"I believe You know what, I can't stop thinking about my future?!",anxious
"You know what, I can't stop thinking about my future?!!!",anxious
"I feel like I mean, I'm so frustrated with school very!!",angry
I believe I'm so excited about my job as far as I can tell??,happy
"To be honest, Everything is going well school I believe!! in my opinion",happy
"I mean, Everything is going well school from my perspective",happy
"Look, I'm so frustrated with my relationship...!",angry
"Listen, I'm feeling down my past??!",sad
I can't stop thinking about my day very,anxious
I can't stop crying my future I believe,sad
I'm feeling down my past it seems... I think,sad
I'm feeling down my past it seems...!,sad
"Well, I can't believe school very...! in my opinion",angry
"Well, I can't believe school very...!?!",angry
"Well, This makes me really mad my family right??!",angry
"Honestly, Actually, I can't stop thinking about my day",anxious
"Actually, I can't stop thinking about my day...",anxious
"I think Hey, I wanted to talk about my job wouldn't you say?",neutral
"Hey, I wanted to talk about my job wouldn't you say? from my perspective",neutral
"Hey, I wanted to talk about my job wouldn't you say?...",neutral
"Honestly, Actually, I'm so excited about my relationship from my perspective",happy
"Actually, I'm so excited about my relationship from my perspective don't you think?",happy
"Actually, I'm so excited about my relationship from my perspective...?",happy
"Honestly, Actually, Everything is going well my friends I suppose",happy
"Actually, Everything is going well my friends I suppose?!",happy
"I think Well, This makes me really mad my health it seems,",angry
"Well, This makes me really mad my health it seems,?!",angry
"I believe Honestly, I'm nervous about my health",anxious
"Actually, Everything is going well school actually ",happy
"So, I'm just checking in my health I believe",neutral
"Honestly, I'm so excited about my friends very",happy
"You know what, I'm nervous about my day quite...?",anxious
"To be honest, I'm nervous about my health I suppose.",anxious
"Actually, I mean, I'm nervous about my past if you ask me!!",anxious
"Actually, I can't stop thinking about my friends quite!",anxious
I can't stop thinking about my friends quite! I think,anxious
I can't stop thinking about my friends quite!!!,anxious
"You know, Actually, This makes me really mad my past I think??",angry
"Actually, This makes me really mad my past I think??!",angry
I'm feeling great today! my future! from my perspective,happy
"In my experience, Can we discuss my friends quite",neutral
"Actually, To be honest, I can't stop crying my friends wouldn't you say?,",sad
"To be honest, I can't stop crying my friends wouldn't you say?, you know?",sad
"In my experience, I can't stop crying my past you know",sad
"You know, I can't stop crying my job!!",sad
"To be honest, I'm nervous about my job you know",anxious
"I mean, Can we discuss my relationship from my perspective",neutral
Can we discuss my family you know?,neutral
Can we discuss my family!!,neutral
Everything is going well my day I think. you know?,happy
I think I'm so excited about my future in my opinion,happy
I'm so excited about my future in my opinion...?,happy
"Honestly, Can we discuss my future don't you think?",neutral
"Honestly, Can we discuss my future?!",neutral
"Honestly, Can we discuss work if you ask me you know?",neutral
"Actually, Look, I wanted to talk about my health as far as I can tell",neutral
"Look, I wanted to talk about my health as far as I can tell!",neutral
"Look, I'm just checking in my day in my opinion?! maybe",neutral
"I believe You see, I'm really upset about my past ",sad
"You see, I'm really upset about my past  from my perspective",sad
I'm nervous about my family if you ask me?!,anxious
I can't believe my job it seems. right?,angry
"In my experience, To be honest, I can't stop crying my past as far as I can tell",sad
"To be honest, I can't stop crying my past as far as I can tell!",sad
Maybe I can't stop crying my day in my opinion,sad
"Well, I'm really upset about my relationship I think...! don't you think?",sad
"Well, I'm really upset about my relationship I think...!!",sad
"Honestly, You see, I'm so excited about my friends very.",happy
"You see, I'm so excited about my friends very. you know?",happy
"You see, I'm so excited about my friends very....",happy
I'm so frustrated with my day wouldn't you say? from my perspective,angry
"Listen, I'm so excited about school if you ask me?!",happy
"Honestly, You see, I'm so excited about school",happy
"I feel like Well, Can we discuss my friends right?,",neutral
"Maybe To be honest, Can we discuss my relationship actually??",neutral
"To be honest, Can we discuss my relationship actually?? you know?",neutral
"You know what, I can't stop crying my friends you know?!",sad
"You know, I can't stop crying my future!",sad
I can't stop crying my future!?!,sad
I believe I'm really upset about my future wouldn't you say? ,sad
"So, I'm so frustrated with my past if you ask me ",angry
"I think I'm really worried about school really,",anxious
"I'm really worried about school really, maybe",anxious
"I'm really worried about school really,...?",anxious
"Listen, This makes me really mad school from my perspective right?",angry
"Actually, Can we discuss my health",neutral
Can we discuss my health?!,neutral
Everything is going well my job....,happy
"Honestly, Well, This makes me really mad my family in my opinion",angry
